Experiment Name:,Exp_20200327__MOPS_EZ_GLY

Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,V2L Events,V2R Events,GR Events,GFP Events,H1-LL Events,mCherry Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,V2L % Total,V2R % Total,GR % Total,GFP % Total,H1-LL % Total,mCherry % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,V2L % Parent,V2R % Parent,GR % Parent,GFP % Parent,H1-LL % Parent,mCherry % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,V2L Mean FITC-A,V2R Mean FITC-A,GR Mean FITC-A,GFP Mean FITC-A,H1-LL Mean FITC-A,mCherry Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,V2L Mean ECD-A,V2R Mean ECD-A,GR Mean ECD-A,GFP Mean ECD-A,H1-LL Mean ECD-A,mCherry Mean ECD-A,All Events  Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P1 Mean FSC-A,V2L Mean FSC-A,V2R Mean FSC-A,GR Mean FSC-A,GFP Mean FSC-A,H1-LL Mean FSC-A,mCherry Mean FSC-A,All Events  rCV FSC-A,V1L rCV FSC-A,V1R rCV FSC-A,P1 rCV FSC-A,V2L rCV FSC-A,V2R rCV FSC-A,GR rCV FSC-A,GFP rCV FSC-A,H1-LL rCV FSC-A,mCherry rCV FSC-A,All Events  rCV FITC-A,V1L rCV FITC-A,V1R rCV FITC-A,P1 rCV FITC-A,V2L rCV FITC-A,V2R rCV FITC-A,GR rCV FITC-A,GFP rCV FITC-A,H1-LL rCV FITC-A,mCherry rCV FITC-A,All Events  rCV ECD-A,V1L rCV ECD-A,V1R rCV ECD-A,P1 rCV ECD-A,V2L rCV ECD-A,V2R rCV ECD-A,GR rCV ECD-A,GFP rCV ECD-A,H1-LL rCV ECD-A,mCherry rCV ECD-A
#190,0.12,100000,15624,68723,84347,67147,17200,2453,66157,2905,12832,100.00%,15.62%,68.72%,84.35%,67.15%,17.20%,2.45%,66.16%,2.91%,12.83%,100.00%,18.52%,81.48%,84.35%,79.61%,20.39%,2.91%,78.43%,3.44%,15.21%,18164.0,172.8,21096.4,17220.6,20933.6,2725.4,8710.9,21588.9,65.5,209.8,3189.8,14292.7,657.2,3183.0,485.4,13714.1,4428.4,511.3,7488.0,15744.1,43707.1,40533.9,42498.0,42134.2,42071.0,42380.9,43641.8,42462.6,35824.0,41581.4,41.23%,34.37%,35.23%,35.08%,35.08%,35.09%,36.65%,35.20%,32.26%,34.25%,69.23%,84.63%,41.80%,58.82%,41.64%,92.21%,60.72%,40.33%,931.59%,67.89%,107.37%,65.23%,87.88%,100.48%,87.94%,72.33%,48.67%,86.31%,148.13%,58.80%
#191,0.24,80681,1152,63749,64901,64692,209,5,63707,1081,108,100.00%,1.43%,79.01%,80.44%,80.18%,0.26%,0.01%,78.96%,1.34%,0.13%,100.00%,1.78%,98.22%,80.44%,99.68%,0.32%,0.01%,98.16%,1.67%,0.17%,25763.8,227.5,24560.9,24129.0,24031.7,54257.4,9989.4,24575.4,245.4,537.5,604.2,535.1,561.7,561.2,550.1,3998.1,10543.2,560.9,204.7,3851.2,44231.9,35428.5,41869.0,41754.6,41709.9,55599.3,42704.0,41867.8,34902.0,43531.8,44.51%,34.98%,35.56%,35.63%,35.56%,40.07%,22.83%,35.56%,34.00%,41.94%,50.93%,81.34%,41.79%,42.73%,42.58%,135.82%,63.78%,41.78%,80.59%,75.75%,75.46%,245.43%,64.84%,66.20%,66.11%,18.90%,52.17%,64.79%,295.24%,60.47%
#192,0.24,51085,1412,39583,40995,40867,128,3,39553,1375,64,100.00%,2.76%,77.48%,80.25%,80.00%,0.25%,0.01%,77.43%,2.69%,0.13%,100.00%,3.44%,96.56%,80.25%,99.69%,0.31%,0.01%,96.48%,3.35%,0.16%,25057.7,214.1,24665.0,23822.9,23733.8,52260.1,8530.2,24681.8,232.0,508.6,577.2,261.5,557.2,547.0,538.1,3387.6,3964.6,557.2,106.7,3551.7,43074.7,34251.0,41253.4,41012.2,40971.7,53965.7,43005.2,41254.8,33898.1,43852.5,44.26%,32.90%,35.30%,35.50%,35.47%,48.28%,18.86%,35.30%,32.42%,45.45%,52.53%,74.43%,42.21%,44.07%,43.94%,105.98%,16.02%,42.19%,74.45%,78.54%,78.50%,295.16%,66.07%,68.87%,68.69%,17.78%,93.10%,66.02%,341.71%,51.31%
#193,0,100000,49223,32516,81739,33118,48621,245,32247,5769,43478,100.00%,49.22%,32.52%,81.74%,33.12%,48.62%,0.25%,32.25%,5.77%,43.48%,100.00%,60.22%,39.78%,81.74%,40.52%,59.48%,0.30%,39.45%,7.06%,53.19%,10963.8,159.7,24432.6,9815.5,23650.5,391.9,21096.3,24474.8,-28.6,185.6,8012.3,13032.0,624.8,8096.4,520.8,13256.4,13399.9,525.9,9593.4,13482.8,43097.2,41135.8,42275.3,41589.1,41879.7,41391.1,62740.0,42123.5,36093.4,41802.7,43.97%,36.27%,36.99%,36.59%,36.93%,36.36%,25.02%,36.85%,34.05%,36.10%,132.88%,80.31%,44.30%,128.60%,45.51%,80.21%,46.35%,44.24%,127.37%,64.84%,135.76%,48.68%,70.35%,134.47%,71.99%,47.47%,38.30%,69.99%,60.04%,47.79%
#194,0,100000,81530,2187,83717,3224,80493,39,2144,8277,73257,100.00%,81.53%,2.19%,83.72%,3.22%,80.49%,0.04%,2.14%,8.28%,73.26%,100.00%,97.39%,2.61%,83.72%,3.85%,96.15%,0.05%,2.56%,9.89%,87.51%,965.7,165.8,26432.5,852.0,17536.3,183.8,17905.8,26634.0,-39.2,189.1,12965.1,13299.5,1471.1,12990.5,543.0,13489.0,51314.4,557.0,9954.0,13677.0,40875.1,40574.2,41612.8,40601.3,39153.6,40659.3,62672.7,41251.2,35372.1,41161.4,43.66%,37.38%,39.27%,37.42%,38.46%,37.38%,30.35%,38.52%,35.54%,37.20%,79.39%,75.54%,48.17%,76.22%,144.01%,75.40%,60.63%,47.69%,118.85%,62.65%,51.22%,46.41%,70.15%,48.01%,95.70%,45.66%,37.62%,69.19%,52.78%,45.87%
#195,0.06,100000,50295,36097,86392,36703,49689,475,35594,6853,43470,100.00%,50.30%,36.10%,86.39%,36.70%,49.69%,0.47%,35.59%,6.85%,43.47%,100.00%,58.22%,41.78%,86.39%,42.48%,57.52%,0.55%,41.20%,7.93%,50.32%,11433.0,146.5,24075.3,10144.6,23461.0,308.4,14494.0,24220.8,-32.3,175.7,8840.8,14883.9,667.4,8943.9,545.3,15147.5,9432.5,546.4,11105.9,15473.6,42268.9,39997.7,41337.6,40557.5,40999.7,40230.9,52964.8,41183.8,35339.0,40731.9,41.61%,36.08%,36.90%,36.40%,36.67%,36.19%,47.12%,36.68%,33.59%,36.15%,145.03%,87.68%,44.17%,143.41%,45.35%,87.78%,87.45%,43.83%,121.55%,68.10%,136.91%,44.72%,69.06%,135.77%,70.80%,43.74%,100.82%,68.65%,49.48%,44.07%
#196,0.06,100000,82265,4875,87140,5929,81211,256,4608,11504,70772,100.00%,82.27%,4.87%,87.14%,5.93%,81.21%,0.26%,4.61%,11.50%,70.77%,100.00%,94.41%,5.59%,87.14%,6.80%,93.20%,0.29%,5.29%,13.20%,81.22%,1540.7,139.7,21881.6,1356.0,17658.0,165.9,10981.1,22535.8,-46.4,170.2,12885.2,13462.8,913.1,12760.7,622.0,13647.0,6291.7,605.3,10544.6,13935.8,40716.5,39956.8,41045.8,40017.7,39330.0,40067.9,47868.3,40688.5,35569.0,40668.8,39.98%,35.46%,36.85%,35.54%,36.11%,35.49%,51.40%,36.47%,33.36%,35.59%,92.59%,89.09%,47.92%,90.38%,70.05%,89.24%,67.87%,46.04%,112.59%,67.88%,50.12%,43.68%,71.31%,46.92%,86.80%,42.92%,74.87%,68.93%,45.58%,43.10%
#197,0.09,100000,39692,46951,86643,46933,39710,1199,45689,5376,34379,100.00%,39.69%,46.95%,86.64%,46.93%,39.71%,1.20%,45.69%,5.38%,34.38%,100.00%,45.81%,54.19%,86.64%,54.17%,45.83%,1.38%,52.73%,6.20%,39.68%,13742.0,148.0,22712.8,12375.7,22477.3,436.6,10268.6,23068.4,-29.7,178.6,7053.3,14580.1,672.3,7043.6,542.8,14726.8,5748.7,535.0,10976.1,15123.6,41870.1,39151.5,40366.2,39809.7,40082.6,39487.2,44831.0,40255.8,34786.8,39827.1,41.62%,35.96%,37.05%,36.57%,36.83%,36.15%,44.94%,36.87%,33.23%,36.13%,146.25%,87.53%,44.43%,146.00%,44.96%,87.69%,60.66%,43.40%,121.30%,68.07%,142.95%,43.76%,72.57%,143.73%,73.31%,43.32%,61.91%,71.51%,48.27%,42.87%
#198,0.09,100000,66709,18898,85607,19370,66237,1093,17757,9264,57493,100.00%,66.71%,18.90%,85.61%,19.37%,66.24%,1.09%,17.76%,9.26%,57.49%,100.00%,77.92%,22.08%,85.61%,22.63%,77.37%,1.28%,20.74%,10.82%,67.16%,4551.0,142.9,18889.7,4281.3,18036.9,258.7,8700.9,19563.7,-42.7,174.0,10795.9,13379.8,872.6,10618.8,668.8,13528.5,4271.3,651.1,10392.6,13854.5,43418.9,41415.6,42141.1,41575.7,41344.7,41643.3,45868.3,41934.6,37077.9,42108.0,40.94%,36.16%,37.03%,36.38%,36.85%,36.25%,41.41%,36.79%,34.22%,35.98%,100.92%,88.28%,44.19%,98.89%,46.60%,88.22%,57.59%,42.05%,114.25%,67.75%,75.07%,43.09%,73.82%,67.54%,76.88%,42.62%,47.38%,70.77%,45.99%,42.53%
#199,0.12,100000,7511,78396,85907,77864,8043,1177,77164,1246,6320,100.00%,7.51%,78.40%,85.91%,77.86%,8.04%,1.18%,77.16%,1.25%,6.32%,100.00%,8.74%,91.26%,85.91%,90.64%,9.36%,1.37%,89.82%,1.45%,7.36%,23554.7,183.6,23569.5,21524.8,23495.4,2447.5,10324.3,23787.2,88.8,214.6,2331.8,19624.5,618.5,2280.2,537.3,19153.9,5368.5,542.7,8786.8,21636.7,43999.8,39804.0,41023.6,40916.9,40896.3,41116.6,42796.9,41000.0,35260.3,40668.2,41.92%,36.05%,36.47%,36.46%,36.46%,36.37%,37.14%,36.47%,36.73%,35.79%,53.93%,79.25%,43.10%,48.57%,43.06%,83.59%,56.51%,42.52%,1234.73%,64.33%,79.83%,54.66%,70.81%,75.49%,70.90%,58.75%,50.80%,70.19%,154.15%,50.10%
#200,0.12,100000,15584,70591,86175,69301,16874,2249,68250,2244,13432,100.00%,15.58%,70.59%,86.18%,69.30%,16.87%,2.25%,68.25%,2.24%,13.43%,100.00%,18.08%,81.92%,86.18%,80.42%,19.58%,2.61%,79.20%,2.60%,15.59%,19293.9,168.5,21791.6,17881.3,21777.6,1879.1,10134.9,22202.9,25.3,202.5,4152.1,19049.1,800.4,4100.5,616.4,18409.9,6080.2,619.8,11388.2,20237.5,44395.3,40565.6,41629.5,41437.1,41355.3,41773.0,44086.5,41552.5,35761.0,41355.2,41.36%,35.98%,36.47%,36.39%,36.40%,36.32%,38.58%,36.40%,33.75%,35.90%,64.20%,83.36%,41.67%,57.71%,41.48%,87.02%,56.70%,40.54%,259.45%,67.47%,88.38%,51.10%,71.47%,84.71%,70.95%,55.60%,52.25%,69.89%,118.06%,49.18%
#201,0.24,100000,823,83806,84629,84536,93,5,83765,744,115,100.00%,0.82%,83.81%,84.63%,84.54%,0.09%,0.00%,83.77%,0.74%,0.12%,100.00%,0.97%,99.03%,84.63%,99.89%,0.11%,0.01%,98.98%,0.88%,0.14%,26524.1,226.2,24277.3,24043.4,24034.8,31861.4,12329.8,24287.7,278.5,358.7,540.2,1337.3,488.2,496.5,485.1,10808.3,6633.6,488.0,256.4,7929.2,44899.9,35445.4,41208.0,41152.0,41146.0,46616.7,29123.5,41209.1,35144.4,38982.7,43.04%,40.92%,36.62%,36.68%,36.67%,51.13%,17.89%,36.63%,41.28%,40.86%,49.35%,90.66%,43.06%,43.56%,43.51%,119.15%,71.28%,43.04%,94.08%,80.74%,75.42%,239.61%,69.55%,70.24%,70.19%,74.52%,55.27%,69.50%,288.25%,85.31%
#202,0.24,100000,787,84316,85103,85049,54,5,84276,758,64,100.00%,0.79%,84.32%,85.10%,85.05%,0.05%,0.00%,84.28%,0.76%,0.06%,100.00%,0.92%,99.08%,85.10%,99.94%,0.06%,0.01%,99.03%,0.89%,0.08%,26433.5,214.9,24165.3,23943.9,23932.3,42145.6,16255.7,24175.1,262.6,466.5,566.4,722.1,496.5,498.5,491.2,12107.1,30819.0,494.8,133.3,7333.4,44902.2,36274.1,40986.2,40942.6,40935.6,51932.4,47740.9,40986.4,35668.8,45200.8,42.35%,40.27%,36.22%,36.28%,36.28%,41.70%,52.55%,36.21%,39.82%,51.94%,48.10%,89.08%,42.47%,42.89%,42.87%,145.30%,115.08%,42.45%,93.36%,78.02%,74.58%,301.01%,69.07%,69.86%,69.81%,36.33%,100.74%,69.06%,395.89%,67.19%
#203,0,100000,54453,32919,87372,34028,53344,97,32794,10528,43953,100.00%,54.45%,32.92%,87.37%,34.03%,53.34%,0.10%,32.79%,10.53%,43.95%,100.00%,62.32%,37.68%,87.37%,38.95%,61.05%,0.11%,37.53%,12.05%,50.31%,11136.9,107.4,25597.7,9711.3,24633.2,192.7,19652.8,25635.7,-41.8,144.1,8689.8,13770.9,632.2,8820.6,577.1,14079.2,17706.0,577.5,10960.6,14438.7,41115.9,37761.2,40373.8,38745.5,40095.4,37884.5,62506.1,40309.8,34850.7,38458.9,41.69%,35.89%,38.06%,36.85%,38.06%,35.91%,29.56%,38.00%,34.74%,35.92%,148.19%,109.71%,46.96%,145.14%,48.82%,109.60%,46.04%,46.88%,112.47%,72.99%,134.38%,46.55%,62.85%,133.04%,64.84%,45.11%,51.43%,62.66%,50.44%,45.46%
#204,0,100000,85022,2106,87128,3964,83164,11,2095,16320,68702,100.00%,85.02%,2.11%,87.13%,3.96%,83.16%,0.01%,2.10%,16.32%,68.70%,100.00%,97.58%,2.42%,87.13%,4.55%,95.45%,0.01%,2.40%,18.73%,78.85%,962.7,108.8,28129.2,786.1,14878.0,114.4,17005.1,28187.6,-48.3,146.1,14182.2,14595.8,678.5,14259.4,574.9,14911.6,10005.8,629.5,11731.3,15276.2,39535.9,38788.5,42307.8,38873.6,38767.8,38878.6,48700.8,42274.3,36022.2,39445.6,40.25%,35.75%,39.41%,35.84%,38.30%,35.75%,54.35%,39.35%,34.60%,35.83%,110.52%,109.19%,47.89%,108.75%,146.99%,109.19%,65.90%,47.92%,111.45%,72.74%,52.00%,46.79%,59.70%,48.35%,108.93%,45.47%,52.49%,59.52%,50.89%,45.85%
#205,0.06,87619,44222,30174,74396,31156,43240,147,29999,7958,36292,100.00%,50.47%,34.44%,84.91%,35.56%,49.35%,0.17%,34.24%,9.08%,41.42%,100.00%,59.44%,40.56%,84.91%,41.88%,58.12%,0.20%,40.32%,10.70%,48.78%,11206.9,118.9,24805.9,10131.6,23943.2,179.9,12269.3,24888.9,-32.3,153.3,8559.1,14450.3,573.2,8821.9,535.4,14792.7,10014.1,539.9,11197.0,15142.2,40364.2,38536.1,40027.3,39140.9,39759.3,38695.3,49021.1,39990.4,35071.8,39290.9,42.05%,36.01%,36.90%,36.39%,36.82%,36.01%,44.86%,36.83%,34.69%,35.92%,150.19%,103.42%,44.94%,150.16%,46.84%,103.55%,79.79%,44.77%,120.79%,71.69%,137.16%,44.96%,64.30%,135.61%,66.57%,43.63%,81.84%,64.06%,49.82%,44.02%
#206,0.06,100000,81300,4546,85846,6196,79650,90,4448,14532,66776,100.00%,81.30%,4.55%,85.85%,6.20%,79.65%,0.09%,4.45%,14.53%,66.78%,100.00%,94.70%,5.30%,85.85%,7.22%,92.78%,0.10%,5.18%,16.93%,77.79%,1611.8,116.0,24737.0,1419.8,17978.7,131.7,9454.2,25087.7,-44.3,151.1,15285.3,16319.5,846.5,15500.1,636.4,16656.4,7334.2,714.4,12916.6,17058.2,41633.2,39970.4,43365.3,40150.2,40644.2,40111.8,45714.3,43334.2,36710.7,40679.1,41.16%,36.11%,37.38%,36.22%,38.95%,36.02%,43.28%,37.13%,34.63%,35.98%,104.76%,103.30%,45.95%,103.20%,93.16%,103.35%,57.51%,44.94%,112.30%,71.69%,52.73%,44.40%,60.63%,47.77%,82.96%,43.34%,55.13%,59.56%,47.71%,43.69%
#207,0.09,76532,29895,32529,62424,33331,29093,399,32099,5667,24259,100.00%,39.06%,42.50%,81.57%,43.55%,38.01%,0.52%,41.94%,7.40%,31.70%,100.00%,47.89%,52.11%,81.57%,53.39%,46.61%,0.64%,51.42%,9.08%,38.86%,13949.8,118.1,24452.7,12798.8,23709.0,299.2,9667.9,24658.5,-19.3,152.1,8214.7,17165.7,697.3,8584.1,629.0,17697.9,5254.9,637.3,12731.4,18184.9,43263.5,39352.3,42212.9,40842.9,41878.6,39656.4,43092.1,42206.6,36112.5,40106.6,44.28%,35.22%,37.17%,36.44%,37.41%,35.20%,38.27%,37.14%,33.95%,35.25%,199.37%,103.32%,44.72%,146.86%,46.28%,103.77%,57.56%,44.22%,129.33%,72.47%,136.71%,44.46%,62.06%,137.13%,63.88%,42.95%,46.91%,61.44%,54.84%,43.12%
#208,0.09,73795,51013,13298,64311,14062,50249,331,12945,8318,42717,100.00%,69.13%,18.02%,87.15%,19.06%,68.09%,0.45%,17.54%,11.27%,57.89%,100.00%,79.32%,20.68%,87.15%,21.87%,78.13%,0.51%,20.13%,12.93%,66.42%,4667.6,126.0,20624.4,4364.6,19341.4,173.4,8426.6,20968.4,-41.9,159.5,10435.7,12933.0,774.3,10418.9,608.1,13164.4,7211.3,605.7,10080.3,13483.4,40543.7,38922.9,40630.8,39276.0,40046.9,39060.3,41440.7,40613.7,35099.2,39667.2,40.87%,36.35%,37.36%,36.54%,37.22%,36.38%,41.29%,37.27%,33.65%,36.57%,106.77%,97.95%,42.83%,105.20%,46.28%,98.16%,51.55%,41.86%,113.63%,70.37%,75.47%,44.87%,68.68%,67.81%,73.28%,44.01%,44.59%,67.38%,47.48%,44.16%
#209,0.12,59913,4850,45045,49895,45180,4715,381,44635,946,3933,100.00%,8.10%,75.18%,83.28%,75.41%,7.87%,0.64%,74.50%,1.58%,6.56%,100.00%,9.72%,90.28%,83.28%,90.55%,9.45%,0.76%,89.46%,1.90%,7.88%,25049.3,171.7,25933.4,23429.2,25652.6,2124.3,10543.8,26080.4,115.2,197.3,2617.5,20547.0,620.2,2557.2,573.5,21565.1,6383.1,582.0,7989.0,23296.5,46210.7,39457.0,41636.3,41424.5,41496.6,40733.7,41102.3,41641.9,34449.0,40666.3,43.65%,36.63%,36.92%,37.00%,37.00%,36.91%,34.55%,36.95%,36.47%,35.99%,59.12%,80.78%,44.15%,50.50%,44.49%,82.25%,53.48%,43.82%,644.75%,65.90%,75.87%,58.52%,64.92%,69.61%,65.35%,55.67%,51.09%,64.48%,180.47%,50.07%
#210,0.12,61621,9828,39618,49446,39641,9805,684,38895,1966,7901,100.00%,15.95%,64.29%,80.24%,64.33%,15.91%,1.11%,63.12%,3.19%,12.82%,100.00%,19.88%,80.12%,80.24%,80.17%,19.83%,1.38%,78.66%,3.98%,15.98%,20535.5,138.5,24241.4,19450.6,23820.8,1782.2,10580.7,24504.3,46.3,168.9,4937.9,22373.3,764.3,5059.4,676.1,22780.7,4565.2,695.5,12291.4,24785.0,44506.1,38315.9,41308.9,40714.0,41089.1,39197.6,40662.3,41325.7,35550.7,38992.1,46.85%,37.33%,38.15%,38.04%,38.26%,37.23%,36.99%,38.15%,37.68%,36.76%,76.04%,94.36%,42.22%,61.37%,42.65%,95.19%,47.19%,41.67%,391.33%,70.55%,83.39%,55.03%,62.18%,76.24%,62.60%,54.57%,45.56%,61.14%,144.13%,50.55%
#211,0.24,100000,828,83847,84675,84624,51,2,83788,842,43,100.00%,0.83%,83.85%,84.68%,84.62%,0.05%,0.00%,83.79%,0.84%,0.04%,100.00%,0.98%,99.02%,84.68%,99.94%,0.06%,0.00%,98.95%,0.99%,0.05%,28468.1,281.2,26210.7,25957.1,25931.5,68570.2,4713.8,26227.8,374.0,484.2,537.9,374.9,498.1,496.9,493.4,6296.3,2820.2,498.4,73.0,5859.3,45602.2,36187.7,41567.3,41514.7,41504.8,57959.0,33037.9,41569.0,36105.5,42034.3,42.43%,37.05%,36.47%,36.48%,36.47%,43.43%,49.12%,36.47%,35.88%,59.19%,49.03%,86.67%,43.29%,43.77%,43.74%,147.45%,69.93%,43.26%,91.26%,75.86%,75.81%,371.52%,70.10%,71.01%,71.02%,17.09%,105.54%,70.05%,483.16%,63.98%
#212,0.24,100000,671,83077,83748,83691,57,4,83025,662,57,100.00%,0.67%,83.08%,83.75%,83.69%,0.06%,0.00%,83.03%,0.66%,0.06%,100.00%,0.80%,99.20%,83.75%,99.93%,0.07%,0.00%,99.14%,0.79%,0.07%,28755.3,262.3,26371.8,26162.6,26144.8,52406.1,19214.4,26386.3,364.0,453.5,527.1,783.3,483.5,485.9,480.1,9008.3,7194.3,483.4,160.0,7420.7,46715.1,36497.7,42347.0,42300.1,42293.8,51574.1,42473.3,42351.2,35958.6,41524.6,43.35%,38.60%,36.99%,37.05%,37.04%,39.39%,37.98%,36.99%,36.62%,48.97%,48.17%,89.48%,42.61%,43.01%,42.99%,147.84%,44.63%,42.59%,91.13%,110.64%,76.34%,273.58%,71.36%,72.00%,71.99%,31.72%,44.11%,71.30%,314.23%,49.84%
#213,0,100000,54936,30527,85463,32098,53365,137,30355,12245,42726,100.00%,54.94%,30.53%,85.46%,32.10%,53.36%,0.14%,30.36%,12.25%,42.73%,100.00%,64.28%,35.72%,85.46%,37.56%,62.44%,0.16%,35.52%,14.33%,49.99%,12155.6,100.1,28201.6,10137.8,26563.2,258.3,21478.4,28262.5,-36.0,140.4,10795.5,16622.8,774.0,10961.6,672.8,17150.2,17836.1,694.2,12837.0,17696.7,44013.2,39252.8,43804.7,40878.8,43278.5,39435.3,62365.5,43725.0,36761.3,39967.8,42.29%,35.55%,37.97%,36.75%,38.11%,35.62%,26.08%,37.90%,34.39%,35.61%,148.42%,121.78%,46.32%,147.08%,49.66%,122.19%,55.72%,46.27%,116.66%,76.08%,134.25%,48.25%,59.88%,132.86%,63.52%,46.31%,46.80%,59.61%,54.32%,46.91%
#214,0,100000,84179,1841,86020,3330,82690,16,1823,17498,66683,100.00%,84.18%,1.84%,86.02%,3.33%,82.69%,0.02%,1.82%,17.50%,66.68%,100.00%,97.86%,2.14%,86.02%,3.87%,96.13%,0.02%,2.12%,20.34%,77.52%,937.8,99.6,30851.6,757.8,16859.8,109.3,15788.6,31015.4,-54.8,140.2,16917.6,17399.8,831.6,17045.3,618.2,17706.8,12567.9,727.9,14154.5,18251.0,39892.9,38853.8,43763.6,38958.9,39515.3,38936.5,54305.3,43661.4,36312.3,39521.1,41.26%,35.73%,38.17%,35.80%,37.75%,35.71%,49.68%,38.09%,33.95%,36.03%,119.11%,118.15%,49.99%,117.76%,146.86%,118.40%,69.94%,49.80%,105.68%,74.54%,52.26%,46.93%,61.50%,48.35%,108.78%,45.88%,78.51%,60.88%,47.86%,46.61%
#215,0.06,100000,51808,31724,83532,32844,50688,136,31555,10394,41447,100.00%,51.81%,31.72%,83.53%,32.84%,50.69%,0.14%,31.55%,10.39%,41.45%,100.00%,62.02%,37.98%,83.53%,39.32%,60.68%,0.16%,37.78%,12.44%,49.62%,12679.2,107.5,28931.6,11054.4,27682.3,280.1,18479.7,29005.1,-40.5,145.9,11115.6,17880.5,736.1,11369.3,669.0,18302.8,11489.0,685.8,14004.6,18841.9,44164.7,39922.2,43700.7,41357.2,43253.8,40128.3,55283.1,43653.0,37000.1,40656.3,43.37%,35.90%,37.85%,36.91%,37.91%,35.92%,40.21%,37.81%,34.89%,36.02%,149.12%,113.12%,45.87%,148.33%,47.89%,113.37%,79.75%,45.77%,110.59%,74.87%,136.11%,45.80%,59.04%,134.60%,61.45%,44.48%,97.88%,58.81%,49.72%,45.06%
#216,0.06,100000,80819,3975,84794,5622,79172,64,3902,16113,64715,100.00%,80.82%,3.97%,84.79%,5.62%,79.17%,0.06%,3.90%,16.11%,64.71%,100.00%,95.31%,4.69%,84.79%,6.63%,93.37%,0.08%,4.60%,19.00%,76.32%,1606.0,106.2,27321.5,1382.0,19048.3,127.5,12858.9,27618.2,-50.1,145.3,17681.0,18765.2,935.9,17929.4,652.8,19156.2,9971.2,781.2,15153.6,19662.3,41544.2,40347.6,44691.5,40551.3,41596.7,40477.0,51479.8,44564.2,37878.4,40964.0,41.68%,35.71%,37.04%,35.90%,38.16%,35.74%,41.26%,36.91%,34.84%,35.94%,114.10%,113.11%,44.92%,112.09%,107.53%,113.33%,67.90%,44.42%,107.91%,73.62%,53.04%,45.14%,59.24%,48.06%,88.71%,44.02%,73.17%,58.47%,47.51%,44.66%
#217,0.09,100000,41705,41605,83310,42588,40722,295,41271,7939,33805,100.00%,41.71%,41.60%,83.31%,42.59%,40.72%,0.30%,41.27%,7.94%,33.81%,100.00%,50.06%,49.94%,83.31%,51.12%,48.88%,0.35%,49.54%,9.53%,40.58%,16336.7,116.4,28129.8,14106.3,27211.5,400.6,13016.6,28262.7,-23.8,151.3,10104.1,19697.8,766.6,10243.6,695.5,20229.2,7850.2,714.3,14535.1,20890.4,46836.5,41028.9,44770.8,42897.6,44381.4,41345.8,50742.6,44732.5,37760.9,41795.3,43.85%,35.77%,37.76%,37.08%,37.81%,35.93%,44.50%,37.70%,35.01%,35.83%,198.31%,107.03%,44.94%,200.13%,46.45%,107.18%,63.99%,44.71%,120.84%,73.42%,142.66%,45.77%,58.76%,146.08%,60.62%,44.27%,65.85%,58.35%,53.55%,44.64%
#218,0.09,100000,67070,16063,83133,17058,66075,300,15747,11338,55748,100.00%,67.07%,16.06%,83.13%,17.06%,66.07%,0.30%,15.75%,11.34%,55.75%,100.00%,80.68%,19.32%,83.13%,20.52%,79.48%,0.36%,18.94%,13.64%,67.06%,5780.5,122.7,26170.0,5155.6,24101.3,264.5,13577.6,26434.8,-44.6,157.2,16201.7,19950.0,959.8,16280.7,778.6,20282.7,8287.8,819.9,15169.1,20916.9,43531.1,40172.5,44570.1,41022.2,43585.8,40360.4,47859.8,44503.8,36549.8,40911.5,43.71%,36.44%,37.74%,37.04%,37.81%,36.52%,47.22%,37.65%,35.17%,36.50%,109.74%,101.71%,43.05%,107.01%,47.55%,101.86%,65.03%,42.49%,112.04%,72.36%,77.79%,45.84%,60.37%,66.67%,64.98%,45.04%,59.82%,59.63%,47.15%,45.35%
#219,0.12,100000,8581,72402,80983,73438,7545,414,71905,2001,6663,100.00%,8.58%,72.40%,80.98%,73.44%,7.55%,0.41%,71.90%,2.00%,6.66%,100.00%,10.60%,89.40%,80.98%,90.68%,9.32%,0.51%,88.79%,2.47%,8.23%,29891.9,157.3,29463.5,26358.2,29034.1,313.4,11557.2,29598.6,136.6,183.2,3306.9,25092.4,739.3,3319.8,711.9,28702.8,7544.9,703.6,10261.2,29205.4,49981.2,40523.0,44537.4,44112.0,44407.5,41235.7,43000.6,44549.5,36985.7,41599.6,46.40%,36.89%,38.13%,38.08%,38.20%,36.33%,37.73%,38.14%,34.92%,36.29%,60.27%,89.93%,44.06%,51.02%,44.80%,89.88%,60.11%,43.82%,13046.88%,70.85%,73.06%,61.20%,59.85%,65.72%,60.88%,50.81%,58.65%,59.49%,202.35%,52.43%
